OBJECTID,FIPS,County,Tract_Name,Population_Total,Education_Population_AgeOver24,Education_Population_AgeOver24_LessThan9th,Percent_Education_Population_AgeOver24_LessThan9th,Education_Population_AgeOver24_No_High_School_Diploma,Percent_Education_Population_AgeOver24_No_High_School_Diploma,Education_Population_AgeOver24_High_School_Graduate,Percent_Education_Population_AgeOver24_High_School_Graduate,Education_Population_AgeOver24_Some_College_NoDegree,Percent_Education_Population_AgeOver24_Some_College_NoDegree,Education_Population_AgeOver24_Associates_Degree,Percent_Education_Population_AgeOver24_Associates_Degree,Education_Population_AgeOver24_Bachelors_Degree,Percent_Education_Population_AgeOver24_Bachelors_Degree,Education_Population_AgeOver24_Graduate_Degree_Higher,Percent_Education_Population_AgeOver24_Graduate_Degree_Higher,Education_Population_AgeOver24_HSD_Higher,Percent_Education_Population_AgeOver24_HSD_Higher,Education_Population_AgeOver24_Bachelors_Higher,Percent_Education_Population_AgeOver24_Bachelors_Higher,Education_Population_AgeOver24_LessThan9th_Or_No_High_School_Dip,Percent_Education_Population_AgeOver24_LessThan9th_Or_No_High_Sc
750,08101002500,PUEBLO,"Census Tract 25, Pueblo County, Colorado",2633,1667,50,3,119,7.1,503,30.2,551,33.1,190,11.4,181,10.9,73,4.4,1498,89.9,254,15.2,169,10.1
751,08101003103,PUEBLO,"Census Tract 31.03, Pueblo County, Colorado",1863,1315,17,1.3,144,11,396,30.1,422,32.1,121,9.2,116,8.8,99,7.5,1154,87.8,215,16.3,161,12.3
752,08101003001,PUEBLO,"Census Tract 30.01, Pueblo County, Colorado",1448,856,80,9.3,62,7.2,208,24.3,322,37.6,99,11.6,55,6.4,30,3.5,714,83.4,85,9.9,142,16.5
753,08101001000,PUEBLO,"Census Tract 10, Pueblo County, Colorado",4761,2795,103,3.7,377,13.5,1071,38.3,669,23.9,203,7.3,276,9.9,96,3.4,2315,82.8,372,13.3,480,17.2
754,08101000904,PUEBLO,"Census Tract 9.04, Pueblo County, Colorado",3999,3073,51,1.7,271,8.8,929,30.2,829,27,280,9.1,548,17.8,165,5.4,2751,89.5,713,23.2,322,10.5
755,08101003004,PUEBLO,"Census Tract 30.04, Pueblo County, Colorado",2948,2078,23,1.1,40,1.9,337,16.2,537,25.8,180,8.7,556,26.8,405,19.5,2015,97,961,46.2,63,3
756,08101001100,PUEBLO,"Census Tract 11, Pueblo County, Colorado",2169,1497,110,7.3,273,18.2,460,30.7,379,25.3,173,11.6,79,5.3,23,1.5,1114,74.4,102,6.8,383,25.5
757,08101000902,PUEBLO,"Census Tract 9.02, Pueblo County, Colorado",6327,4261,26,0.6,397,9.3,1088,25.5,1130,26.5,705,16.5,704,16.5,211,5,3838,90.1,915,21.5,423,9.9
758,08101003200,PUEBLO,"Census Tract 32, Pueblo County, Colorado",3354,2340,57,2.4,119,5.1,734,31.4,692,29.6,311,13.3,266,11.4,161,6.9,2164,92.5,427,18.2,176,7.5
759,08101000400,PUEBLO,"Census Tract 4, Pueblo County, Colorado",2714,1967,85,4.3,106,5.4,530,26.9,634,32.2,229,11.6,268,13.6,115,5.8,1776,90.3,383,19.5,191,9.7
760,08101002806,PUEBLO,"Census Tract 28.06, Pueblo County, Colorado",4236,2883,56,1.9,43,1.5,685,23.8,700,24.3,263,9.1,742,25.7,394,13.7,2784,96.6,1136,39.4,99,3.4
761,08101000300,PUEBLO,"Census Tract 3, Pueblo County, Colorado",1838,1718,119,6.9,404,23.5,980,57,122,7.1,15,0.9,40,2.3,38,2.2,1195,69.6,78,4.5,523,30.4
762,08101002804,PUEBLO,"Census Tract 28.04, Pueblo County, Colorado",4716,3391,59,1.7,208,6.1,918,27.1,894,26.4,415,12.2,523,15.4,374,11,3124,92.1,897,26.5,267,7.8
763,08101001200,PUEBLO,"Census Tract 12, Pueblo County, Colorado",2267,1458,112,7.7,303,20.8,470,32.2,328,22.5,168,11.5,42,2.9,35,2.4,1043,71.5,77,5.3,415,28.5
764,08101000600,PUEBLO,"Census Tract 6, Pueblo County, Colorado",1920,1449,106,7.3,124,8.6,407,28.1,369,25.5,149,10.3,250,17.3,44,3,1219,84.1,294,20.3,230,15.9
765,08101002807,PUEBLO,"Census Tract 28.07, Pueblo County, Colorado",4807,3441,40,1.2,128,3.7,944,27.4,929,27,503,14.6,622,18.1,275,8,3273,95.1,897,26.1,168,4.9
766,08101002808,PUEBLO,"Census Tract 28.08, Pueblo County, Colorado",3326,2115,22,1,59,2.8,420,19.9,478,22.6,328,15.5,457,21.6,351,16.6,2034,96.2,808,38.2,81,3.8
767,08101001500,PUEBLO,"Census Tract 15, Pueblo County, Colorado",2362,1680,29,1.7,128,7.6,450,26.8,525,31.3,231,13.8,193,11.5,124,7.4,1523,90.7,317,18.9,157,9.3
768,08101000100,PUEBLO,"Census Tract 1, Pueblo County, Colorado",2576,1972,42,2.1,70,3.5,599,30.4,500,25.4,135,6.8,401,20.3,225,11.4,1860,94.3,626,31.7,112,5.6
769,08035014006,DOUGLAS,"Census Tract 140.06, Douglas County, Colorado",6934,4200,45,1.1,41,1,433,10.3,686,16.3,253,6,1842,43.9,900,21.4,4114,98,2742,65.3,86,2.1
770,08035013910,DOUGLAS,"Census Tract 139.10, Douglas County, Colorado",7582,4684,62,1.3,24,0.5,612,13.1,1064,22.7,518,11.1,1637,34.9,767,16.4,4598,98.2,2404,51.3,86,1.8
771,08035014140,DOUGLAS,"Census Tract 141.40, Douglas County, Colorado",5309,3412,18,0.5,11,0.3,156,4.6,593,17.4,155,4.5,1479,43.3,1000,29.3,3383,99.2,2479,72.7,29,0.8
772,08035014132,DOUGLAS,"Census Tract 141.32, Douglas County, Colorado",6394,3977,8,0.2,32,0.8,310,7.8,543,13.7,217,5.5,1768,44.5,1099,27.6,3937,99,2867,72.1,40,1
773,08035014130,DOUGLAS,"Census Tract 141.30, Douglas County, Colorado",7396,4647,0,0,55,1.2,351,7.6,487,10.5,280,6,2358,50.7,1116,24,4592,98.8,3474,74.8,55,1.2
774,08035014124,DOUGLAS,"Census Tract 141.24, Douglas County, Colorado",5288,3491,24,0.7,27,0.8,295,8.5,784,22.5,226,6.5,1418,40.6,717,20.5,3440,98.5,2135,61.2,51,1.5
775,08035014405,DOUGLAS,"Census Tract 144.05, Douglas County, Colorado",7560,4680,30,0.6,14,0.3,613,13.1,995,21.3,518,11.1,1559,33.3,951,20.3,4636,99.1,2510,53.6,44,0.9
776,08035014505,DOUGLAS,"Census Tract 145.05, Douglas County, Colorado",5797,4047,34,0.8,115,2.8,569,14.1,1007,24.9,548,13.5,1130,27.9,644,15.9,3898,96.3,1774,43.8,149,3.6
777,08035014603,DOUGLAS,"Census Tract 146.03, Douglas County, Colorado",6892,4047,0,0,171,4.2,597,14.8,1220,30.1,566,14,1155,28.5,338,8.4,3876,95.8,1493,36.9,171,4.2
778,08035014403,DOUGLAS,"Census Tract 144.03, Douglas County, Colorado",6148,4437,142,3.2,16,0.4,763,17.2,1009,22.7,277,6.2,1324,29.8,906,20.4,4279,96.4,2230,50.3,158,3.6
779,08035014404,DOUGLAS,"Census Tract 144.04, Douglas County, Colorado",2612,2131,0,0,28,1.3,283,13.3,345,16.2,219,10.3,749,35.1,507,23.8,2103,98.7,1256,58.9,28,1.3
780,08035014128,DOUGLAS,"Census Tract 141.28, Douglas County, Colorado",4859,3388,0,0,30,0.9,458,13.5,596,17.6,333,9.8,1216,35.9,755,22.3,3358,99.1,1971,58.2,30,0.9
781,08035014129,DOUGLAS,"Census Tract 141.29, Douglas County, Colorado",3742,2376,0,0,28,1.2,153,6.4,444,18.7,205,8.6,955,40.2,591,24.9,2348,98.8,1546,65.1,28,1.2
782,08035014134,DOUGLAS,"Census Tract 141.34, Douglas County, Colorado",6329,3829,0,0,33,0.9,246,6.4,537,14,421,11,1645,43,947,24.7,3796,99.1,2592,67.7,33,0.9
783,08035014136,DOUGLAS,"Census Tract 141.36, Douglas County, Colorado",9614,5841,63,1.1,98,1.7,886,15.2,1206,20.6,457,7.8,2144,36.7,987,16.9,5680,97.2,3131,53.6,161,2.8
784,08035014138,DOUGLAS,"Census Tract 141.38, Douglas County, Colorado",3059,2423,0,0,13,0.5,282,11.6,658,27.2,195,8,830,34.3,445,18.4,2410,99.5,1275,52.6,13,0.5
785,08035014139,DOUGLAS,"Census Tract 141.39, Douglas County, Colorado",4160,2797,48,1.7,26,0.9,242,8.7,451,16.1,272,9.7,1138,40.7,620,22.2,2723,97.4,1758,62.9,74,2.6
786,08035014126,DOUGLAS,"Census Tract 141.26, Douglas County, Colorado",2130,1673,0,0,5,0.3,198,11.8,228,13.6,137,8.2,615,36.8,490,29.3,1668,99.7,1105,66,5,0.3
787,08035014203,DOUGLAS,"Census Tract 142.03, Douglas County, Colorado",6684,4777,20,0.4,55,1.2,802,16.8,937,19.6,359,7.5,1683,35.2,921,19.3,4702,98.4,2604,54.5,75,1.6
788,08035014406,DOUGLAS,"Census Tract 144.06, Douglas County, Colorado",13460,8277,37,0.4,54,0.7,1024,12.4,1779,21.5,618,7.5,3198,38.6,1567,18.9,8186,98.9,4765,57.6,91,1.1
789,08035014133,DOUGLAS,"Census Tract 141.33, Douglas County, Colorado",6337,4049,20,0.5,26,0.6,468,11.6,678,16.7,427,10.5,1416,35,1014,25,4003,98.9,2430,60,46,1.1
790,08035014204,DOUGLAS,"Census Tract 142.04, Douglas County, Colorado",3213,2305,10,0.4,5,0.2,401,17.4,585,25.4,198,8.6,751,32.6,355,15.4,2290,99.3,1106,48,15,0.6
791,08035014135,DOUGLAS,"Census Tract 141.35, Douglas County, Colorado",4868,2956,0,0,23,0.8,177,6,425,14.4,165,5.6,1344,45.5,822,27.8,2933,99.2,2166,73.3,23,0.8
792,08035014131,DOUGLAS,"Census Tract 141.31, Douglas County, Colorado",5134,4060,43,1.1,57,1.4,507,12.5,797,19.6,301,7.4,1420,35,935,23,3960,97.5,2355,58,100,2.5
793,08035014137,DOUGLAS,"Census Tract 141.37, Douglas County, Colorado",9813,5707,14,0.2,37,0.6,209,3.7,624,10.9,275,4.8,2701,47.3,1847,32.4,5656,99.1,4548,79.7,51,0.8
794,08035014127,DOUGLAS,"Census Tract 141.27, Douglas County, Colorado",5289,3344,19,0.6,1,0,202,6,595,17.8,143,4.3,1441,43.1,943,28.2,3324,99.4,2384,71.3,20,0.6
795,08035014125,DOUGLAS,"Census Tract 141.25, Douglas County, Colorado",5123,3486,0,0,0,0,271,7.8,404,11.6,206,5.9,1519,43.6,1086,31.2,3486,100,2605,74.7,0,0
796,08035014005,DOUGLAS,"Census Tract 140.05, Douglas County, Colorado",5008,3142,58,1.8,76,2.4,292,9.3,771,24.5,227,7.2,1275,40.6,443,14.1,3008,95.7,1718,54.7,134,4.2
797,08035014007,DOUGLAS,"Census Tract 140.07, Douglas County, Colorado",3374,2612,0,0,65,2.5,321,12.3,468,17.9,175,6.7,925,35.4,658,25.2,2547,97.5,1583,60.6,65,2.5
798,08035014011,DOUGLAS,"Census Tract 140.11, Douglas County, Colorado",5608,3577,19,0.5,0,0,192,5.4,558,15.6,259,7.2,1598,44.7,951,26.6,3558,99.5,2549,71.3,19,0.5
799,08035014506,DOUGLAS,"Census Tract 145.06, Douglas County, Colorado",5410,3692,70,1.9,10,0.3,340,9.2,559,15.1,525,14.2,1394,37.8,794,21.5,3612,97.8,2188,59.3,80,2.2
800,08035014604,DOUGLAS,"Census Tract 146.04, Douglas County, Colorado",4245,2564,22,0.9,9,0.4,366,14.3,517,20.2,252,9.8,970,37.8,428,16.7,2533,98.8,1398,54.5,31,1.3
801,08035014013,DOUGLAS,"Census Tract 140.13, Douglas County, Colorado",8314,5053,0,0,34,0.7,393,7.8,925,18.3,523,10.4,2045,40.5,1133,22.4,5019,99.3,3178,62.9,34,0.7
802,08035014012,DOUGLAS,"Census Tract 140.12, Douglas County, Colorado",7976,5332,23,0.4,16,0.3,807,15.1,1123,21.1,396,7.4,1878,35.2,1089,20.4,5293,99.3,2967,55.6,39,0.7
803,08035014008,DOUGLAS,"Census Tract 140.08, Douglas County, Colorado",9343,6069,51,0.8,0,0,516,8.5,793,13.1,233,3.8,2996,49.4,1480,24.4,6018,99.2,4476,73.8,51,0.8
804,08035014009,DOUGLAS,"Census Tract 140.09, Douglas County, Colorado",4252,2539,31,1.2,38,1.5,372,14.7,532,21,231,9.1,844,33.2,491,19.3,2470,97.3,1335,52.6,69,2.7
805,08035014010,DOUGLAS,"Census Tract 140.10, Douglas County, Colorado",5997,3816,13,0.3,46,1.2,480,12.6,753,19.7,476,12.5,1287,33.7,761,19.9,3757,98.5,2048,53.7,59,1.5
806,08035013911,DOUGLAS,"Census Tract 139.11, Douglas County, Colorado",7409,4436,0,0,17,0.4,622,14,881,19.9,413,9.3,1553,35,950,21.4,4419,99.6,2503,56.4,17,0.4
807,08035014123,DOUGLAS,"Census Tract 141.23, Douglas County, Colorado",3537,2402,0,0,65,2.7,404,16.8,512,21.3,212,8.8,736,30.6,473,19.7,2337,97.3,1209,50.3,65,2.7
808,08035014504,DOUGLAS,"Census Tract 145.04, Douglas County, Colorado",4637,3150,56,1.8,104,3.3,759,24.1,964,30.6,356,11.3,602,19.1,309,9.8,2990,94.9,911,28.9,160,5.1
809,08035013908,DOUGLAS,"Census Tract 139.08, Douglas County, Colorado",6560,4879,16,0.3,17,0.3,753,15.4,1246,25.5,287,5.9,1605,32.9,955,19.6,4846,99.3,2560,52.5,33,0.6
810,08035013907,DOUGLAS,"Census Tract 139.07, Douglas County, Colorado",5591,3613,45,1.2,80,2.2,545,15.1,914,25.3,322,8.9,1247,34.5,460,12.7,3488,96.5,1707,47.2,125,3.4
811,08035013905,DOUGLAS,"Census Tract 139.05, Douglas County, Colorado",4265,2800,22,0.8,84,3,444,15.9,756,27,337,12,741,26.5,416,14.9,2694,96.2,1157,41.3,106,3.8
812,08035013904,DOUGLAS,"Census Tract 139.04, Douglas County, Colorado",4452,2860,62,2.2,134,4.7,763,26.7,676,23.6,319,11.2,582,20.3,324,11.3,2664,93.1,906,31.7,196,6.9
813,08035014001,DOUGLAS,"Census Tract 140.01, Douglas County, Colorado",8007,5232,43,0.8,127,2.4,781,14.9,1242,23.7,399,7.6,1935,37,705,13.5,5062,96.8,2640,50.5,170,3.2
814,08035014115,DOUGLAS,"Census Tract 141.15, Douglas County, Colorado",4208,3088,0,0,82,2.7,304,9.8,442,14.3,130,4.2,1208,39.1,922,29.9,3006,97.3,2130,69,82,2.7
815,08035014114,DOUGLAS,"Census Tract 141.14, Douglas County, Colorado",3507,2463,13,0.5,20,0.8,451,18.3,539,21.9,350,14.2,743,30.2,347,14.1,2430,98.7,1090,44.3,33,1.3
816,08035014113,DOUGLAS,"Census Tract 141.13, Douglas County, Colorado",3179,2017,41,2,49,2.4,164,8.1,370,18.3,184,9.1,837,41.5,372,18.4,1927,95.5,1209,59.9,90,4.4
817,08009964600,BACA,"Census Tract 9646, Baca County, Colorado",1662,1261,89,7.1,97,7.7,375,29.7,288,22.8,170,13.5,200,15.9,42,3.3,1075,85.2,242,19.2,186,14.8
818,08009964700,BACA,"Census Tract 9647, Baca County, Colorado",1899,1347,58,4.3,115,8.5,355,26.4,368,27.3,135,10,204,15.1,112,8.3,1174,87.2,316,23.5,173,12.8
819,08019014700,CLEAR CREEK,"Census Tract 147, Clear Creek County, Colorado",5277,4106,0,0,0,0,647,15.8,744,18.1,328,8,1337,32.6,1050,25.6,4106,100,2387,58.1,0,0
820,08019014800,CLEAR CREEK,"Census Tract 148, Clear Creek County, Colorado",1685,1227,6,0.5,32,2.6,403,32.8,323,26.3,80,6.5,248,20.2,135,11,1189,96.9,383,31.2,38,3.1
821,08119010202,TELLER,"Census Tract 102.02, Teller County, Colorado",566,468,0,0,4,0.9,170,36.3,113,24.1,53,11.3,72,15.4,56,12,464,99.1,128,27.4,4,0.9
822,08119010201,TELLER,"Census Tract 102.01, Teller County, Colorado",2312,1990,15,0.8,55,2.8,785,39.4,538,27,156,7.8,278,14,163,8.2,1920,96.5,441,22.2,70,3.6
823,08119010105,TELLER,"Census Tract 101.05, Teller County, Colorado",6515,5112,15,0.3,99,1.9,1117,21.9,1091,21.3,718,14,1303,25.5,769,15,4998,97.8,2072,40.5,114,2.2
824,08119010104,TELLER,"Census Tract 101.04, Teller County, Colorado",2193,1499,23,1.5,45,3,223,14.9,273,18.2,235,15.7,346,23.1,354,23.6,1431,95.5,700,46.7,68,4.5
825,08119010103,TELLER,"Census Tract 101.03, Teller County, Colorado",8064,5836,0,0,111,1.9,847,14.5,1471,25.2,791,13.6,1594,27.3,1022,17.5,5725,98.1,2616,44.8,111,1.9
826,08119010106,TELLER,"Census Tract 101.06, Teller County, Colorado",4874,3826,17,0.4,138,3.6,1212,31.7,976,25.5,378,9.9,689,18,416,10.9,3671,95.9,1105,28.9,155,4
827,08061960100,KIOWA,"Census Tract 9601, Kiowa County, Colorado",1489,996,16,1.6,27,2.7,355,35.6,249,25,136,13.7,150,15.1,63,6.3,953,95.7,213,21.4,43,4.3
828,08031006804,DENVER,"Census Tract 68.04, Denver County, Colorado",3168,2709,107,3.9,0,0,168,6.2,536,19.8,71,2.6,1085,40.1,742,27.4,2602,96.1,1827,67.4,107,3.9
829,08031006701,DENVER,"Census Tract 67.01, Denver County, Colorado",4080,3228,13,0.4,10,0.3,163,5,555,17.2,107,3.3,1549,48,831,25.7,3205,99.3,2380,73.7,23,0.7
830,08031006809,DENVER,"Census Tract 68.09, Denver County, Colorado",7800,5945,92,1.5,60,1,855,14.4,1014,17.1,357,6,2236,37.6,1331,22.4,5793,97.4,3567,60,152,2.5
831,08031006812,DENVER,"Census Tract 68.12, Denver County, Colorado",4096,3347,0,0,45,1.3,403,12,815,24.4,235,7,1092,32.6,757,22.6,3302,98.7,1849,55.2,45,1.3
832,08031004004,DENVER,"Census Tract 40.04, Denver County, Colorado",1965,1490,8,0.5,30,2,120,8.1,261,17.5,138,9.3,494,33.2,439,29.5,1452,97.4,933,62.6,38,2.5
833,08031004003,DENVER,"Census Tract 40.03, Denver County, Colorado",4217,3599,243,6.8,115,3.2,531,14.8,666,18.5,192,5.3,1086,30.2,766,21.3,3241,90.1,1852,51.5,358,10
834,08031006901,DENVER,"Census Tract 69.01, Denver County, Colorado",5827,4328,230,5.3,134,3.1,1015,23.5,884,20.4,289,6.7,1120,25.9,656,15.2,3964,91.6,1776,41,364,8.4
835,08031002901,DENVER,"Census Tract 29.01, Denver County, Colorado",3559,2940,29,1,40,1.4,180,6.1,526,17.9,117,4,1276,43.4,772,26.3,2871,97.7,2048,69.7,69,2.4
836,08031002802,DENVER,"Census Tract 28.02, Denver County, Colorado",4060,3463,31,0.9,74,2.1,286,8.3,576,16.6,129,3.7,1590,45.9,777,22.4,3358,97,2367,68.4,105,3
837,08031002801,DENVER,"Census Tract 28.01, Denver County, Colorado",3002,2616,52,2,31,1.2,160,6.1,358,13.7,44,1.7,1318,50.4,653,25,2533,96.8,1971,75.3,83,3.2
838,08031002803,DENVER,"Census Tract 28.03, Denver County, Colorado",4999,4441,22,0.5,24,0.5,259,5.8,640,14.4,224,5,2141,48.2,1131,25.5,4395,99,3272,73.7,46,1
839,08031005503,DENVER,"Census Tract 55.03, Denver County, Colorado",5025,3597,127,3.5,270,7.5,858,23.9,895,24.9,272,7.6,954,26.5,221,6.1,3200,89,1175,32.7,397,11
840,08031005502,DENVER,"Census Tract 55.02, Denver County, Colorado",2223,1477,101,6.8,143,9.7,405,27.4,419,28.4,78,5.3,202,13.7,129,8.7,1233,83.5,331,22.4,244,16.5
841,08031007013,DENVER,"Census Tract 70.13, Denver County, Colorado",3927,3161,50,1.6,99,3.1,398,12.6,750,23.7,182,5.8,1051,33.2,631,20,3012,95.3,1682,53.2,149,4.7
842,08031005002,DENVER,"Census Tract 50.02, Denver County, Colorado",8056,5524,339,6.1,158,2.9,804,14.6,1536,27.8,423,7.7,1404,25.4,860,15.6,5027,91,2264,41,497,9
843,08031005001,DENVER,"Census Tract 50.01, Denver County, Colorado",2718,2137,105,4.9,79,3.7,300,14,414,19.4,219,10.2,688,32.2,332,15.5,1953,91.4,1020,47.7,184,8.6
844,08031005102,DENVER,"Census Tract 51.02, Denver County, Colorado",3519,2677,0,0,86,3.2,330,12.3,514,19.2,138,5.2,1098,41,511,19.1,2591,96.8,1609,60.1,86,3.2
845,08031005300,DENVER,"Census Tract 53, Denver County, Colorado",1547,1190,33,2.8,56,4.7,247,20.8,258,21.7,45,3.8,368,30.9,183,15.4,1101,92.5,551,46.3,89,7.5
846,08031004801,DENVER,"Census Tract 48.01, Denver County, Colorado",3627,2248,136,6,101,4.5,469,20.9,683,30.4,157,7,522,23.2,180,8,2011,89.5,702,31.2,237,10.5
847,08031001402,DENVER,"Census Tract 14.02, Denver County, Colorado",4743,3092,411,13.3,582,18.8,1007,32.6,432,14,132,4.3,441,14.3,87,2.8,2099,67.9,528,17.1,993,32.1
848,08031001401,DENVER,"Census Tract 14.01, Denver County, Colorado",6401,4307,518,12,723,16.8,1614,37.5,533,12.4,251,5.8,456,10.6,212,4.9,3066,71.2,668,15.5,1241,28.8
849,08031001302,DENVER,"Census Tract 13.02, Denver County, Colorado",3974,2742,332,12.1,344,12.5,944,34.4,402,14.7,167,6.1,345,12.6,208,7.6,2066,75.3,553,20.2,676,24.6
850,08031001301,DENVER,"Census Tract 13.01, Denver County, Colorado",5259,3710,657,17.7,584,15.7,931,25.1,613,16.5,197,5.3,531,14.3,197,5.3,2469,66.5,728,19.6,1241,33.4
851,08031005104,DENVER,"Census Tract 51.04, Denver County, Colorado",3863,2908,320,11,96,3.3,586,20.2,424,14.6,234,8,941,32.4,307,10.6,2492,85.7,1248,42.9,416,14.3
852,08031004303,DENVER,"Census Tract 43.03, Denver County, Colorado",4199,2898,42,1.4,33,1.1,116,4,177,6.1,48,1.7,1150,39.7,1332,46,2823,97.4,2482,85.6,75,2.5
853,08031004002,DENVER,"Census Tract 40.02, Denver County, Colorado",3525,2440,47,1.9,20,0.8,237,9.7,271,11.1,105,4.3,1061,43.5,699,28.6,2373,97.3,1760,72.1,67,2.7
854,08031004005,DENVER,"Census Tract 40.05, Denver County, Colorado",3299,2315,0,0,60,2.6,281,12.1,426,18.4,140,6,810,35,598,25.8,2255,97.4,1408,60.8,60,2.6
855,08031003902,DENVER,"Census Tract 39.02, Denver County, Colorado",4502,3290,0,0,47,1.4,324,9.8,370,11.2,139,4.2,1405,42.7,1005,30.5,3243,98.6,2410,73.3,47,1.4
856,08031003004,DENVER,"Census Tract 30.04, Denver County, Colorado",6559,3859,0,0,0,0,225,5.8,494,12.8,249,6.5,1683,43.6,1208,31.3,3859,100,2891,74.9,0,0
857,08031004603,DENVER,"Census Tract 46.03, Denver County, Colorado",6117,4141,523,12.6,523,12.6,1118,27,582,14.1,356,8.6,694,16.8,345,8.3,3095,74.7,1039,25.1,1046,25.2
858,08031004601,DENVER,"Census Tract 46.01, Denver County, Colorado",6481,4238,366,8.6,638,15.1,1377,32.5,1045,24.7,220,5.2,510,12,82,1.9,3234,76.3,592,14,1004,23.7
859,08031000903,DENVER,"Census Tract 9.03, Denver County, Colorado",6021,3600,588,16.3,473,13.1,1114,30.9,786,21.8,61,1.7,502,13.9,76,2.1,2539,70.5,578,16.1,1061,29.4
860,08031006810,DENVER,"Census Tract 68.10, Denver County, Colorado",5836,4412,168,3.8,103,2.3,840,19,727,16.5,456,10.3,1378,31.2,740,16.8,4141,93.9,2118,48,271,6.1
861,08031012001,DENVER,"Census Tract 120.01, Denver County, Colorado",1977,1609,18,1.1,41,2.5,343,21.3,426,26.5,72,4.5,365,22.7,344,21.4,1550,96.3,709,44.1,59,3.6
862,08031012010,DENVER,"Census Tract 120.10, Denver County, Colorado",5322,4188,75,1.8,182,4.3,570,13.6,904,21.6,387,9.2,1327,31.7,743,17.7,3931,93.9,2070,49.4,257,6.1
863,08031012014,DENVER,"Census Tract 120.14, Denver County, Colorado",6819,5118,53,1,210,4.1,814,15.9,1563,30.5,444,8.7,1346,26.3,688,13.4,4855,94.9,2034,39.7,263,5.1
864,08031004700,DENVER,"Census Tract 47, Denver County, Colorado",7221,4517,118,2.6,835,18.5,1201,26.6,632,14,141,3.1,1211,26.8,379,8.4,3564,78.9,1590,35.2,953,21.1
865,08031001000,DENVER,"Census Tract 10, Denver County, Colorado",4803,2882,532,18.5,447,15.5,1228,42.6,203,7,117,4.1,273,9.5,82,2.8,1903,66,355,12.3,979,34
866,08031011903,DENVER,"Census Tract 119.03, Denver County, Colorado",2496,1986,92,4.6,100,5,521,26.2,404,20.3,98,4.9,463,23.3,308,15.5,1794,90.3,771,38.8,192,9.6
867,08031004404,DENVER,"Census Tract 44.04, Denver County, Colorado",6698,4060,365,9,406,10,1086,26.7,822,20.2,328,8.1,677,16.7,376,9.3,3289,81,1053,25.9,771,19
868,08031004403,DENVER,"Census Tract 44.03, Denver County, Colorado",4342,3235,135,4.2,161,5,485,15,843,26.1,211,6.5,942,29.1,458,14.2,2939,90.9,1400,43.3,296,9.2
869,08031004304,DENVER,"Census Tract 43.04, Denver County, Colorado",5739,4644,0,0,73,1.6,294,6.3,656,14.1,286,6.2,1585,34.1,1750,37.7,4571,98.4,3335,71.8,73,1.6
870,08031004302,DENVER,"Census Tract 43.02, Denver County, Colorado",2662,2080,6,0.3,4,0.2,137,6.6,258,12.4,89,4.3,805,38.7,781,37.5,2070,99.5,1586,76.3,10,0.5
871,08031004202,DENVER,"Census Tract 42.02, Denver County, Colorado",4567,3088,25,0.8,38,1.2,338,10.9,349,11.3,92,3,982,31.8,1264,40.9,3025,98,2246,72.7,63,2
872,08031004104,DENVER,"Census Tract 41.04, Denver County, Colorado",4758,3791,138,3.6,75,2,505,13.3,694,18.3,153,4,1324,34.9,902,23.8,3578,94.4,2226,58.7,213,5.6
873,08031004301,DENVER,"Census Tract 43.01, Denver County, Colorado",5086,4153,79,1.9,189,4.6,296,7.1,829,20,329,7.9,1583,38.1,848,20.4,3885,93.5,2431,58.5,268,6.5
874,08031004201,DENVER,"Census Tract 42.01, Denver County, Colorado",4979,3538,33,0.9,77,2.2,172,4.9,499,14.1,60,1.7,1090,30.8,1607,45.4,3428,96.9,2697,76.2,110,3.1
875,08031003703,DENVER,"Census Tract 37.03, Denver County, Colorado",3266,2583,26,1,55,2.1,245,9.5,377,14.6,74,2.9,1020,39.5,786,30.4,2502,96.9,1806,69.9,81,3.1
876,08031003300,DENVER,"Census Tract 33, Denver County, Colorado",3215,2585,0,0,7,0.3,154,6,369,14.3,63,2.4,1014,39.2,978,37.8,2578,99.7,1992,77.1,7,0.3
877,08031004103,DENVER,"Census Tract 41.03, Denver County, Colorado",5593,3959,65,1.6,172,4.3,378,9.5,643,16.2,97,2.5,1517,38.3,1087,27.5,3722,94,2604,65.8,237,5.9
878,08031003003,DENVER,"Census Tract 30.03, Denver County, Colorado",3346,1595,48,3,6,0.4,122,7.6,318,19.9,88,5.5,573,35.9,440,27.6,1541,96.6,1013,63.5,54,3.4
879,08031004102,DENVER,"Census Tract 41.02, Denver County, Colorado",5054,3459,240,6.9,366,10.6,1004,29,722,20.9,291,8.4,570,16.5,266,7.7,2853,82.5,836,24.2,606,17.5
880,08031004101,DENVER,"Census Tract 41.01, Denver County, Colorado",4589,3211,302,9.4,144,4.5,780,24.3,615,19.2,301,9.4,684,21.3,385,12,2765,86.1,1069,33.3,446,13.9
881,08031003702,DENVER,"Census Tract 37.02, Denver County, Colorado",4994,4202,0,0,119,2.8,434,10.3,441,10.5,138,3.3,2094,49.8,976,23.2,4083,97.2,3070,73.1,119,2.8
882,08031003203,DENVER,"Census Tract 32.03, Denver County, Colorado",3032,2278,0,0,8,0.4,40,1.8,86,3.8,119,5.2,947,41.6,1078,47.3,2270,99.6,2025,88.9,8,0.4
